"name";"table_name";"049_helptext__de_new";"049_helptext__en_new"
"name_public";"shop_module_articlelist_orderby";"**Öffentlicher Name**

Dieser Name ist für die Nutzer sichtbar und wird auf der Webseite angezeigt.";"**Public Name**

This name is visible to users and will be displayed on the website."
"deactive_portal";"cms_portal";"**Portal deaktivieren**

Wenn dieses Feld aktiviert ist, ist das Portal nur für Benutzer sichtbar, die gleichzeitig im CMS angemeldet sind. Andere Besucher erhalten keinen Zugriff auf das Portal.";"**Deactivate Portal**

If this field is enabled, the portal is only visible to users who are simultaneously logged into the CMS. Other visitors will not have access to the portal."
"position";"shop_category";"**Position der Kategorie innerhalb einer Kategorieebene**

Die Position legt fest, an welchem Platz sich die Kategorie innerhalb ihrer Ebene befindet. Die Reihenfolge kann durch Ziehen und Ablegen (Drag & Drop) ganz einfach angepasst werden.

Dadurch steuern Sie, wie die Kategorien im Shop für Ihre Kunden dargestellt werden.";"**Position of the category within a category level**

The position determines the place of the category within its level. The order can be easily adjusted by dragging and dropping.

This allows you to control how the categories are displayed in the shop for your customers."
"top";"pkg_image_hotspot_item_spot";"**Position von oben**  
Bestimmt, wie viele Pixel das Hotspot-Icon vom oberen Rand des Bildes entfernt ist (Y-Koordinate).";"**Position from top**  
Determines how many pixels the hotspot icon is offset from the top edge of the image (Y-coordinate)."
"position";"shop_order_step";"**Position**

Die Reihenfolge der Schritte bestimmt lediglich, wie sie im CMS dargestellt werden, ohne Auswirkungen auf den eigentlichen Ablauf der Bestellung.";"**Position**

The order of the steps only determines how they are displayed in the CMS, without affecting the actual ordering process."
"price";"shop_article";"**Preis**

Der reguläre Brutto-Preis des Artikels bezeichnet den vollständigen Verkaufspreis, der bereits die Mehrwertsteuer enthält.";"**Price**

The regular gross price of the item refers to the full sale price, which already includes value-added tax (VAT)."
"sync_profile_data_with_billing_data";"shop";"**Profiladresse mit der Rechnungsadresse synchronisieren**

Mit dieser Einstellung legen Sie fest, ob die Profildaten eines Kunden automatisch mit der Rechnungsadresse abgeglichen werden. Ist die Synchronisierung aktiviert, werden Änderungen an der Rechnungsadresse direkt auch auf die Profiladresse übernommen. Wenn die Option deaktiviert ist, können beide Adressen unabhängig voneinander verwaltet und geändert werden.";"**Synchronize profile address with billing address**

With this setting, you determine whether a customer's profile data is automatically matched with the billing address. If synchronization is enabled, changes to the billing address are also directly applied to the profile address. If the option is disabled, both addresses can be managed and changed independently of each other."
"direction";"module_customlist_config_sortfields";"**Richtung**

Legt fest, ob die Sortierung in aufsteigender (ASC) oder absteigender (DESC) Reihenfolge erfolgt.";"**Direction**

Specifies whether the sorting is in ascending (ASC) or descending (DESC) order."
"font_color";"cms_font_image";"**Schriftfarbe:**  
Die Schriftfarbe wird im RGB- oder HEX-Format angegeben, wobei das Rautezeichen (#) weggelassen wird. Beispiel: FFFFFF steht für Weiß.";"**Font color:**  
The font color is specified in RGB or HEX format, with the hash symbol (#) omitted. Example: FFFFFF stands for white."
"active";"cms_tree_node";"**Seitenverbindung aktiv**

Wählen Sie ""Ja"", um diese Seite mit dem entsprechenden Navigationspunkt zu verknüpfen.";"**Page link active**

Select ""Yes"" to link this page with the corresponding navigation item."
"seo_pattern";"shop_category";"**SEO Pattern**

Dieses Feld wird verwendet, um die Überschrift (Title) der Seite suchmaschinenoptimiert zu gestalten.

Um alle verfügbaren Platzhalter anzuzeigen, geben Sie [{SHOW}] in dieses Feld ein und laden Sie die Seite neu. Anschließend werden Ihnen alle Platzhalter angezeigt, die Sie an dieser Stelle verwenden können.";"**SEO Pattern**

This field is used to optimize the page title for search engines.

To display all available placeholders, enter [{SHOW}] in this field and reload the page. All the placeholders you can use here will then be displayed."
"data_extranet_user_id";"shop_order";"**Shop-Kunde**

Handelt es sich bei der Bestellung um einen registrierten Benutzer, wird dieser hier gespeichert.";"**Shop Customer**

If the order is placed by a registered user, they will be saved here."
"width";"cms_tbl_display_list_fields";"**Spaltenbreite für Listenansichten**

Legt fest, wie breit eine Spalte in der Listenansicht angezeigt wird. Durch die Anpassung der Spaltenbreite kann die Übersichtlichkeit und Lesbarkeit der dargestellten Daten verbessert werden.";"**Column Width for List Views**

Determines how wide a column is displayed in the list view. Adjusting the column width can improve the clarity and readability of the displayed data."
"data_country_id";"shop";"**Standardland**

Dieses Land wird automatisch ausgewählt, sofern der Kunde noch kein anderes Land ausgewählt hat.";"This country is selected by default unless the customer has already chosen a different country."
"shop_vat_id";"shop";"**Standardumsatzsteuergruppe**

Diese Umsatzsteuergruppe wird standardmäßig verwendet, sofern keine spezifische Steuergruppe zugeordnet wurde.";"**Standard VAT Group**

This VAT group is used by default unless a specific tax group has been assigned."
"pkg_shop_rating_service_mail_sent";"shop_order";"**Steht auf Ja, wenn eine Bewertungs-E-Mail versendet wurde.**

Bitte beachten: Nicht bei jeder Bestellung wird automatisch eine Bewertungs-E-Mail verschickt.";"Displays ""Yes"" if a review email has been sent.

Please note: A review email is not automatically sent for every order."
"meta_keywords";"cms_tpl_page";"**Suchbegriffe**

Geben Sie relevante Suchbegriffe für Ihre Seite ein, jeweils durch ein Komma getrennt. Vermeiden Sie es, einzelne Wörter zu oft zu wiederholen, da dies die Auffindbarkeit in Suchmaschinen beeinträchtigen kann.

Empfohlen wird, nicht mehr als 10 bis 15 Suchbegriffe zu verwenden.";"**Search Terms**

Enter relevant search terms for your page, separated by commas. Avoid repeating individual words too often, as this can negatively affect search engine visibility.

It is recommended not to use more than 10 to 15 search terms."
"identifier";"shop_article_type";"**Systembezeichner**

Ein eindeutiger Name, mit dem der Artikeltyp im System identifiziert wird, zum Beispiel book, cd oder mc.

- Vermeide Sonderzeichen und Leerzeichen.
- Der Systembezeichner wird häufig für interne Referenzen oder bei Integrationen genutzt.

Beispiel:  
book, cd, mc";"**System identifier**

A unique name used to identify the item type in the system, for example book, cd, or mc.

- Avoid special characters and spaces.
- The system identifier is often used for internal references or in integrations.

Example:  
book, cd, mc"
"name_internal";"shop_article_image_size";"**Systemname**

Der interne Name der Bildgröße.

Verwenden Sie diesen Namen, um in der Artikelklasse ein Bild in der gewünschten Größe abzurufen.";"**System name**

The internal name of the image size.

Use this name to retrieve an image in the desired size within the article class."
"cms_portal_system_page";"cms_portal";"**Systemseiten**

Hier besteht die Möglichkeit, auf bestimmte Seiten zu verweisen, auf die Systemmodule zugreifen  zum Beispiel ein AGB-Pop-up. Diese Seiten werden beim Erstellen der Website festgelegt.

Die im Seitenbaum gespeicherte Verlinkung kann jedoch nachträglich angepasst werden.";"**System Pages**

Here you have the option to reference certain pages accessed by system modules  for example, a terms and conditions pop-up. These pages are defined when the website is created.

However, the stored link in the page tree can be adjusted later."
"cms_tags_mlt";"shop_article";"**Tag / Schlagworte**

Schlagworte können verwendet werden, um auf der Detailseite vordefinierte Suchanfragen anzuzeigen. Außerdem helfen sie dabei, ähnliche Produkte zu gruppieren und die Auswahl sowie das Auffinden verwandter Artikel zu erleichtern.";"**Tag / Keywords**

Keywords can be used to display predefined search queries on the detail page. They also help group similar products and make it easier to select and find related items."
"name";"cms_portal_navigation";"**Titel der Navigation:**  
Der Titel ermöglicht die eindeutige Identifikation der jeweiligen Navigation im Portal und steuert, welche Navigationsinhalte angezeigt werden.";"**Title of the navigation:**  
The title enables the unique identification of each navigation item in the portal and determines which navigation content is displayed."
"name";"pkg_newsletter_campaign";"**Titel des Newsletters**

Beispiel: Newsletter Februar

Geben Sie hier den Namen des Newsletters ein, wie er den Empfängerinnen und Empfängern angezeigt wird. So lassen sich verschiedene Kampagnen eindeutig voneinander unterscheiden. Erlaubt sind beliebige Titel, zum Beispiel der Versandmonat oder das Schwerpunktthema.";"**Title of the Newsletter**

Example: February Newsletter

Enter the name of the newsletter here, as it will be displayed to the recipients. This makes it possible to clearly distinguish between different campaigns. Any title is allowed, such as the month of distribution or the main topic."
"title";"cms_portal";"**Titel des Portals**

Geben Sie den Text ein, der im Title-Tag der Website angezeigt wird. Dieser Titel erscheint sowohl im Browser-Tab als auch in Suchergebnissen. Achten Sie darauf, eine prägnante und aussagekräftige Formulierung zu wählen, damit Nutzer und Suchmaschinen den Inhalt der Seite schnell erfassen können.";"**Portal Title**

Enter the text that will be displayed in the website's title tag. This title appears both in the browser tab and in search results. Make sure to choose a concise and meaningful wording so that users and search engines can quickly grasp the content of the page."
"titel";"shop_system_info";"**Titel**

Ein optionaler Titel erscheint als Überschrift für die jeweilige Information. Die Angabe eines Titels ist möglich, jedoch nicht verpflichtend.";"**Title**

An optional title appears as a heading for the respective information. Providing a title is possible, but not mandatory."
"vat_id";"shop_order";"**Umsatzsteuer-Identifikationsnummer für Unternehmen**

Dieses Feld dient zur Speicherung der Umsatzsteuer-Identifikationsnummer eines Unternehmens. Es erfolgt keine automatische Verarbeitung, beispielsweise zur Berechnung von Nettopreisen.";"**VAT Identification Number for Companies**

This field is used to store a company's VAT identification number. There is no automatic processing, such as calculating net prices."
"shopreviewmail_mail_delay";"shop";"**Versandverzögerung (Tage)**

Legt fest, wie viele Tage nach der vollständigen Auslieferung einer Bestellung abgewartet werden, bevor eine Bewertungsanfrage per E-Mail verschickt wird.

Dadurch haben Kundinnen und Kunden ausreichend Zeit, ihre Produkte zu testen, bevor sie um eine Bewertung gebeten werden.";"**Shipping Delay (Days)**

Specifies how many days after an order has been fully delivered are waited before a review request is sent via email.

This gives customers enough time to test their products before being asked for a review."
"date_sent";"pkg_newsletter_queue";"**Versandzeitpunkt**

Dieses Feld gibt an, wann die E-Mail tatsächlich verschickt wurde  nicht, wann der Versand ursprünglich geplant war.

Wenn der Wert 0000-00-00 angezeigt wird, bedeutet dies, dass der Newsletter bisher nicht versendet wurde.";"**Shipping Time**

This field indicates when the email was actually sentnot when it was originally scheduled to be sent.

If the value 0000-00-00 is displayed, this means that the newsletter has not been sent yet."
"pkg_cms_theme_id";"cms_portal";"**Website Darstellung / Theme**  
Legt fest, wie die Website im Frontend angezeigt wird. Ein Theme umfasst die Auswahl verschiedener Snippets, zugehöriger Ressourcen sowie Theme-Blöcken wie Header und Footer.";"**Website Display / Theme**  
Defines how the website is presented on the frontend. A theme includes the selection of various snippets, associated resources, and ""theme blocks"" such as header and footer."
"value_used";"shop_voucher_use";"**Wert verbraucht**

Der angezeigte Wert bezieht sich stets auf die Originalwährung des Shops. Dies bedeutet, dass der ausgewiesene Betrag nicht zwangsläufig der Währung entspricht, in der die Kundin oder der Kunde das Produkt tatsächlich erworben hat.

*Beispiel:*  
Wenn der Shop die Standardwährung Euro verwendet, wird der verbrauchte Wert immer in Euro dargestellt  selbst wenn der Kauf beispielsweise in US-Dollar erfolgt ist.";"**Value Consumed**

The displayed value always refers to the shop's original currency. This means that the stated amount does not necessarily correspond to the currency in which the customer actually purchased the product.

*Example:*  
If the shop uses Euro as the default currency, the consumed value will always be shown in euros  even if the purchase was made in US dollars, for example."
"value";"shop_voucher_series";"**Wert**

Der Wert eines generierten Gutscheins aus dieser Serie kann entweder als fester Betrag oder als Prozentsatz des Warenkorbwerts angegeben werden. Die genaue Berechnungsart richtet sich nach der eingestellten Wertart.

Bei prozentual definierten Werten bezieht sich der Gutscheineffekt stets auf alle vom Gutschein abgedeckten Artikel.";"**Value**

The value of a generated voucher from this series can be specified either as a fixed amount or as a percentage of the cart value. The exact calculation method depends on the set value type.

For percentage-based values, the effect of the voucher always applies to all items covered by the voucher."
"value";"shop_discount";"**Wert**

Der Wert kann entweder als absoluter Betrag oder als Prozentsatz angegeben werden.

- Prozentuale Rabatte beziehen sich immer auf die Summe aller betroffenen Artikel.
- Die Art des Werts (absolut oder prozentual) wird separat definiert.

Absolute Beträge werden nicht auf den gesamten Warenkorb verteilt, sondern nacheinander auf die einzelnen Artikel angewendet.  
Beispiel:  
Bei einem Rabatt von 10  und zwei Artikeln im Warenkorb wird zunächst der gesamte Betrag auf den ersten Artikel angewendet. Sofern danach noch ein Restwert verbleibt, wird dieser auf den zweiten Artikel übertragen.";"**Value**

The value can be specified either as an absolute amount or as a percentage.

- Percentage discounts always refer to the sum of all affected items.
- The type of value (absolute or percentage) is defined separately.

Absolute amounts are not distributed across the entire shopping cart, but are applied to each item consecutively.
Example:  
For a discount of 10 and two items in the shopping cart, the entire amount is first applied to the first item. If a remainder remains afterwards, it is transferred to the second item."
"shop_variant_type_value_cmsfieldname";"shop_variant_type";"**Werte sortieren nach**

Geben Sie an, nach welchem Kriterium die Variantenwerte auf der Webseite angezeigt werden sollen. Wählen Sie das Feld aus, das zur Sortierung der Werte verwendet wird, um die Darstellung für Ihre Kunden zu optimieren.";"**Sort values by**

Specify the criterion by which the variant values should be displayed on the website. Select the field to be used for sorting the values in order to optimize the presentation for your customers."
"time_format";"cms_locals";"**Zeitformat**

Mit Hilfe von Platzhaltern wird das gewünschte Zeitformat festgelegt:

-  h steht für Stunden  
-  m steht für Minuten  
-  s steht für Sekunden  

Diese Platzhalter können beliebig kombiniert und angeordnet werden, um das Zeitformat individuell zu gestalten.";"**Time Format**

The desired time format is defined using placeholders:

-  h stands for hours  
-  m stands for minutes  
-  s stands for seconds  

These placeholders can be combined and arranged in any order to customize the time format as needed."
"extranet_page";"cms_tpl_page";"**Zugriff einschränken**

Mit diesem Feld können Sie festlegen, dass die Seite ausschließlich für angemeldete Benutzer sichtbar ist. Zusätzlich können Sie den Zugang weiter beschränken, indem Sie im Feld Auf folgende Extranet-Gruppen einschränken die gewünschten Benutzergruppen auswählen.

Nutzen Sie diese Einstellung, um sensible Inhalte gezielt bestimmten Nutzerkreisen zugänglich zu machen.";"**Restrict Access**

This field allows you to specify that the page is only visible to logged-in users. Additionally, you can further restrict access by selecting the desired user groups in the ""Restrict to the following extranet groups"" field.

Use this setting to make sensitive content accessible to specific user groups only."
"value";"shop_shipping_type";"**Zusatzkosten**

Die bei Auswahl dieser Versandart anfallenden Zusatzkosten können entweder als fester Betrag oder als prozentualer Anteil des Preises der jeweiligen Artikel berechnet werden. Die Berechnungsart wird durch die Einstellung für die Zusatzkostenart bestimmt.

Beispiel (Twig-Syntax):

```
{{ versand.zusatzkosten }}
```";"**Additional Costs**

The additional costs incurred when selecting this shipping method can be calculated either as a fixed amount or as a percentage of the price of the respective items. The calculation method is determined by the setting for the type of additional cost.

Example (Twig syntax):

```

```"
"value";"shop_payment_method";"**Zusatzkosten**

Hier werden zusätzliche Kosten angegeben, die bei der Nutzung dieser Zahlungsmethode anfallen können.";"**Additional Costs**

Here, any extra costs that may be incurred when using this payment method are specified."
"value_type";"shop_shipping_type";"**Zusatzkostenart**

Mit der Zusatzkostenart wird festgelegt, ob die anfallenden Zusatzkosten als absoluter Betrag oder als prozentualer Wert berechnet werden. Bei Wahl der prozentualen Berechnung prüft das System während der Versandkostenberechnung für jeden Artikel, ob dieser  beispielsweise direkt, über eine Kategorie oder auf ähnliche Weise  von der jeweiligen Zusatzkostenart betroffen ist. In diesem Fall dient nur der entsprechende Artikel als Grundlage für die prozentuale Berechnung.

Beachte: Das Verhalten kann durch die Einstellung  Wert bezieht sich auf ganzen Warenkorb geändert werden.";"**Additional Cost Type**

The additional cost type determines whether the incurred additional costs are calculated as an absolute amount or as a percentage value. If the percentage calculation is selected, the system checks during the shipping cost calculation for each item whether it is affected by the respective additional cost typeeither directly, through a category, or in a similar way. In this case, only the relevant item is used as the basis for the percentage calculation.

Note: This behavior can be changed by the setting Value refers to the entire shopping cart."
"use_save_forgot_password";"data_extranet";"@deprecated since 6.1.0  Dieses Feld wird nicht mehr verwendet, bleibt jedoch zur Sicherstellung der Rückwärtskompatibilität erhalten.

Wenn diese Option aktiviert ist, erhält der Benutzer eine E-Mail mit einem Link zu einem Formular, in dem er ein neues Passwort festlegen kann. Dieser Link ist für 2 Stunden gültig. Falls der Benutzer das Passwort innerhalb dieses Zeitraums nicht ändert, bleibt das alte Passwort weiterhin bestehen.

Wird die Option nicht aktiviert, erhält der Benutzer unmittelbar ein neues Passwort per E-Mail. Das alte Passwort wird dadurch sofort ersetzt.";"@deprecated since 6.1.0  This field is no longer used but is retained to ensure backward compatibility.

If this option is enabled, the user will receive an email with a link to a form where they can set a new password. This link is valid for 2 hours. If the user does not change the password within this period, the old password will remain in effect.

If the option is not enabled, the user will immediately receive a new password by email. The old password will be replaced immediately."
"use_multilanguage";"cms_portal";"Aktiviert die prefixbasierte Mehrsprachigkeit für dieses Portal.

Wenn diese Funktion eingeschaltet ist, erhalten alle Links, die nicht in der Standard- oder Grundsprache angezeigt werden, ein Länderkürzel als Präfix in der URL.

Beispiel:
```
/en/meine_seite
```

Dadurch ist eindeutig erkennbar, in welcher Sprache die jeweilige Seite aufgerufen wird.";"Enables prefix-based multilingualism for this portal.

When this feature is enabled, all links that are not displayed in the default or base language receive a country code as a prefix in the URL.

Example:
```
/en/my_page
```

This makes it clear in which language the respective page is being accessed."
"restrict_to_volume_from";"shop_shipping_type";"Alle Artikel, die von dieser Versandkostenart betroffen sind, müssen zusammen mindestens das angegebene Volumen erreichen, damit diese Versandkostenart angewendet werden kann.";"All items affected by this shipping method must together reach at least the specified volume for this shipping method to be applicable."
"restrict_to_weight_from";"shop_shipping_type";"Alle Artikel, für die diese Versandkostenart gilt, müssen zusammen mindestens das angegebene Gewicht in Gramm erreichen, damit diese Versandkostenart angewendet wird.";"All items for which this shipping method applies must together reach at least the specified weight in grams in order for this shipping method to be used."
"restrict_to_weight_to";"shop_shipping_type";"Alle betroffenen Artikel dürfen zusammen höchstens das angegebene Gewicht in Gramm erreichen, damit diese Versandkostenart angewendet werden kann.";"All affected items may together reach at most the specified weight in grams for this shipping method to be applicable."
"restrict_to_volume_to";"shop_shipping_type";"Alle betroffenen Artikel dürfen zusammen höchstens das angegebene Volumen (in Kubikmetern) erreichen, damit diese Versandkostenart angewendet werden kann.";"All affected items may together reach a maximum of the specified volume (in cubic meters) in order for this shipping cost type to be applied."
"shop_article_image";"shop_article";"Alle Detailbilder des Artikels. Standardmäßig wird das erste Bild für die Vorschaubilder verwendet. Dieses Verhalten kann jedoch über die Vorschaubildliste angepasst werden.

- Das erste Bild dient als Standard-Vorschaubild.
- Die Auswahl des Vorschaubilds kann individuell über die Liste der Vorschaubilder geändert werden.";"All detail images of the item. By default, the first image is used for the preview images. However, this behavior can be adjusted via the preview image list.

- The first image serves as the default preview image.
- The selection of the preview image can be individually changed via the preview image list."
"data_extranet_user_login_history";"data_extranet_user";"Bei jedem Loginversuch wird ein Eintrag gespeichert. Dadurch kann nachvollzogen werden, wann und von welchem Ort sich ein Benutzer angemeldet hat.";"An entry is saved with every login attempt. This makes it possible to trace when and from which location a user has logged in."
"usp";"shop_article";"Beschreiben Sie das besondere Alleinstellungsmerkmal (USP) des Artikels. Legen Sie dar, wodurch sich dieses Produkt von anderen unterscheidet und was es einzigartig macht.";"Describe the unique selling proposition (USP) of the product. Explain what distinguishes this product from others and what makes it unique."
"quantity_in_units";"shop_article";"Beschreibt die im Artikel enthaltene Menge, gemessen in einer bestimmten Maßeinheit. Diese Information wird für die Berechnung des Grundpreises verwendet.";"Describes the quantity contained in the article, measured in a specific unit of measurement. This information is used for calculating the base price."
"restrict_to_articles_to";"shop_discount";"Bestimmt die maximale Anzahl von Artikeln, für die der Rabatt angewendet werden kann. Sobald diese Anzahl erreicht ist, wird der Rabatt auf weitere Artikel nicht mehr angerechnet.";"Determines the maximum number of items for which the discount can be applied. Once this number is reached, the discount will no longer be applied to additional items."
"menu_stop_level";"cms_division";"Bestimmt die maximale Ebene, bis zu der in der Hover-Ausklappnavigation Untermenüpunkte sichtbar sind.

Level 0 kennzeichnet die oberste (Root-)Ebene. Alle Unterebenen, die über den angegebenen Wert hinausgehen, werden nicht mehr als Untermenüs angezeigt.";"Determines the maximum level up to which submenu items are visible in the hover drop-down navigation.

Level 0 designates the top (root) level. All sub-levels beyond the specified value are no longer displayed as submenus."
"restrict_to_value_to";"shop_discount";"Bis zu welchem Warenwert die betroffenen Artikel für den Rabatt berücksichtigt werden. Grundlage für die Berechnung ist die Summe aller relevanten Produkte, bevor andere Rabatte abgezogen werden.";"Up to which merchandise value the affected items are considered for the discount. The calculation is based on the total of all relevant products before other discounts are deducted."
"name";"cms_portal_domains";"Bitte geben Sie die Domain ohne ""http://"" oder ""https://"" ein. Beispiele: www.beispiel.de oder beispiel.de.";"Please enter the domain without ""http://"" or ""https://"". Examples: www.example.com or example.com."
"render_view_subtype";"cms_wizard_step";"Bitte gib hier einen Pfad an, der relativ zu den objectview-Ordnern (beispielsweise ""dbobjects"") liegt. Falls der Schritt als Package-Schritt definiert wurde, verwende stattdessen einen Pfad relativ zu den Classes-Ordnern.";"Please specify a path here that is relative to the objectview folders (for example, ""dbobjects""). If the step was defined as a package step, use a path relative to the Classes folders instead."
"is_bundle";"shop_article";"Bundles werden im Shop als eigenständige Produkte behandelt. Sie erhalten eine eigene Beschreibung, individuelle Bilder und einen eigenen Preis. Damit ein Produkt als Bundle erkannt wird, kann es entsprechend markiert werden.

Alle Produkte, die zu einem Bundle gehören, werden explizit zugeordnet. Für jeden enthaltenen Artikel lässt sich die gewünschte Menge festlegen.

Im Warenkorb sowie bei allen Berechnungen wird das Bundle als einzelnes Produkt behandelt. Die einzeln zugeordneten Produkte werden dabei innerhalb der Berechnung nicht berücksichtigt. Das bedeutet:

- Rabatte, Gutscheine, Zahlungsarten, Versandkosten und Mehrwertsteuerregeln beziehen sich ausschließlich auf das Bundle-Produkt.
- Auf die im Bundle enthaltenen Einzelprodukte werden diese Regeln nicht direkt angewendet.";"Bundles are treated as independent products in the shop. They receive their own description, individual images, and a separate price. To be recognized as a bundle, a product can be marked accordingly.

All products belonging to a bundle are explicitly assigned. For each included item, the desired quantity can be specified.

In the shopping cart as well as in all calculations, the bundle is treated as a single product. The individually assigned products are not taken into account within the calculation. This means:

- Discounts, vouchers, payment methods, shipping costs, and VAT rules apply exclusively to the bundle product.
- These rules do not apply directly to the individual products included in the bundle."
"scharpen";"cms_config_imagemagick";"Das Bild wird mithilfe des Parameters -unsharp 1.5×1.0+1.5+0.02 geschärft.";"The image is sharpened using the parameter -unsharp 1.5×1.0+1.5+0.02."
"active_to";"shop_voucher_series";"Das Datum bestimmt, bis zu welchem Zeitpunkt die Gutscheine dieser Serie gültig sind und eingelöst werden können.

Nach Ablauf dieses Datums können die Gutscheine nicht mehr verwendet werden.";"The date determines until when the vouchers of this series are valid and can be redeemed.

After this date has passed, the vouchers can no longer be used."
"password_change_time_stamp";"data_extranet_user";"Das Datum, an dem eine Passwortänderungsanfrage gestellt wurde, wird hier gespeichert. Anhand dieses Zeitpunkts wird überprüft, ob der Schlüssel zum Ändern des Passworts noch gültig ist.

Die akzeptierte Zeitspanne zur Änderung kann individuell in der Konfiguration des Extranets festgelegt werden.";"The date on which a password change request was made is stored here. This timestamp is used to verify whether the key for changing the password is still valid.

The accepted time period for making changes can be individually set in the configuration of the extranet."
"hotspot_type";"pkg_image_hotspot_item_spot";"Das eingeblendete Pfeil-Icon kann wahlweise nach links oder nach rechts zeigen.";"The displayed arrow icon can point either to the left or to the right."
"cms_media_id";"shop_manufacturer";"Das erste Bild wird als Symbol für den Hersteller oder die Marke verwendet. Zusätzlich kann ein zweites Bild als Logo hinterlegt werden.

Falls kein separates Logo angegeben ist, verwendet das System automatisch das Symbolbild auch als Logo.";"The first image is used as a symbol for the manufacturer or brand. Additionally, a second image can be stored as a logo.

If no separate logo is specified, the system automatically uses the symbol image as the logo as well."
"list_group_field_column";"cms_tbl_conf";"Das Feld gibt an, welcher Spaltenname für die Gruppierung in einer Abfrage verwendet wird. Üblicherweise wird dabei ein Alias genutzt, zum Beispiel:

```sql
K.`name` AS Kategoriename
```

Achte darauf, dass der in der Abfrage verwendete Alias auch tatsächlich in den Ergebnissen enthalten ist, damit die Gruppierung korrekt durchgeführt werden kann.";"The field specifies which column name is used for grouping in a query. Typically, an alias is used, for example:

```sql
K.`name` AS CategoryName
```

Make sure that the alias used in the query is actually included in the results so that the grouping can be performed correctly."
"list_group_field";"cms_tbl_conf";"Das Gruppierungsfeld gibt den Namen des relevanten Datenbankfelds an, zum Beispiel `K.meinfeld`. Wenn die Abfrage mehrere Tabellen umfasst, ist es erforderlich, den Tabellenalias sowie Backticks (`) zu verwenden.";"The grouping field specifies the name of the relevant database field, for example `K.meinfeld`. If the query involves multiple tables, it is necessary to use the table alias as well as backticks (`)."
"name";"cms_message_manager_message";"Das System nutzt diesen Wert, um die Meldung eindeutig zu identifizieren.";"The system uses this value to uniquely identify the message."
"name_internal";"shop_system_info";"Das System verwendet diesen Namen zur eindeutigen Identifikation des Eintrags.";"The system uses this name to uniquely identify the entry."
"body";"data_mail_profile";"Das Textfeld unterstützt die Verwendung von [TWIG](http://twig.sensiolabs.org/), einer Template-Engine.

Um alle verfügbaren Platzhalter einzusehen, kann der Wert von sModuleSpotName verwendet werden.

```twig
{{ sModuleSpotName }}
```

Platzhalter werden dabei in geschweiften Klammern angegeben und ermöglichen die dynamische Ausgabe von Daten im Template.";"The text field supports the use of [TWIG](http://twig.sensiolabs.org/), a template engine.

To view all available placeholders, the value of sModuleSpotName can be used.

```twig

```

Placeholders are specified within curly braces and allow for the dynamic output of data in the template."
"value_type";"shop_voucher_series";"Definiert, ob der Wert als fester Betrag oder als prozentualer Anteil angegeben wird.

Bei prozentualen Angaben wird stets der gesamte Warenkorbwert als Berechnungsgrundlage herangezogen.";"Defines whether the value is specified as a fixed amount or as a percentage.

For percentage values, the total shopping cart value is always used as the calculation basis."
"shop_module_article_list_filter_id";"shop_module_article_list";"Der ausgewählte Filter legt fest, welche Inhalte in dieser Liste angezeigt werden.";"The selected filter determines which content is displayed in this list."
"category_hits";"shop_search_cache";"Der Cache speichert die Anzahl der Treffer, die einer bestimmten Kategorie zugeordnet sind. Dies ermöglicht es, Suchergebnisse innerhalb von Kategorien schneller anzuzeigen und zu verarbeiten.

**Vorteile:**

- Verbesserte Performance bei der Suche innerhalb von Kategorien.
- Schnellere Reaktionszeiten für Nutzeranfragen.";"The cache stores the number of hits assigned to a specific category. This allows search results within categories to be displayed and processed more quickly.

**Advantages:**

- Improved performance when searching within categories.
- Faster response times for user requests."
"identifier";"shop_contributor_type";"Der Code ermöglicht die eindeutige Identifizierung einer bestimmten Art von Beitragendem. Das System sowie der Datenimport nutzen diesen Code zur klaren Zuordnung der jeweiligen Kategorie.

**Beispiel:**
```sql
SELECT * FROM shop_contributor_type WHERE identifier = 'supplier';
```

- Der Code wird für die automatische Kategorisierung verwendet.
- Eine eindeutige Vergabe ist erforderlich, um Konflikte zu vermeiden.";"The code enables the unique identification of a specific type of contributor. Both the system and the data import use this code for clear assignment to the respective category.

**Example:**
```sql
SELECT * FROM shop_contributor_type WHERE identifier = 'supplier';
```

- The code is used for automatic categorization.
- Unique assignment is required to avoid conflicts."
"optincode";"pkg_newsletter_user";"Der Code wird intern verwendet, um das Double-Opt-In-Verfahren zu ermöglichen. Dadurch wird gewährleistet, dass eine Anmeldung zum Newsletter erst nach einer zusätzlichen Bestätigung abgeschlossen wird.

Nachdem sich Nutzer angemeldet haben, erhalten sie eine E-Mail mit einem persönlichen Bestätigungslink, der diesen Code enthält. Erst wenn dieser Link angeklickt wurde, gilt die Anmeldung als vollständig und ist somit gültig.";"The code is used internally to enable the double opt-in process. This ensures that registration for the newsletter is only completed after an additional confirmation.

After users sign up, they receive an email with a personal confirmation link that contains this code. Only when this link has been clicked is the registration considered complete and therefore valid."
"font_filename";"cms_font_image";"Der Dateiname der Schriftdatei bestimmt, welche Schriftart im System verwendet wird.

Die Schriftdateien befinden sich im Ordner  /private/framework/fonts/ . Stelle sicher, dass die gewünschte Datei dort abgelegt ist, damit sie korrekt eingebunden werden kann.";"The filename of the font file determines which font is used in the system.

The font files are located in the /private/framework/fonts/ folder. Make sure that the desired file is placed there so that it can be properly integrated."
