"name";"table_name";"049_helptext__de_new";"049_helptext__en_new"
"icon_font_css_class";"cms_menu_category";"In diesem Feld können Sie eine Icon-Font-Klasse angeben, die neben dem Menüeintrag angezeigt wird. Tragen Sie hierzu einfach den gewünschten Klassennamen ein, beispielsweise für Font Awesome: fas fa-check.";"In this field, you can specify an icon font class that will be displayed next to the menu item. Simply enter the desired class name here, for example, for Font Awesome: fas fa-check."
"icon_font_css_class";"cms_menu_item";"In diesem Feld können Sie eine Font-Icon-Klasse angeben, die neben dem Menüeintrag angezeigt wird. Geben Sie dazu den Klassennamen ein, zum Beispiel für Font Awesome: fas fa-check.";"In this field, you can specify a font icon class that will be displayed next to the menu item. To do this, enter the class name, for example for Font Awesome: fas fa-check."
"url_exclusion";NULL;"In diesem Feld können Sie angeben, welche Parameter in Links nicht enthalten sein dürfen. Seiten mit solchen Parametern werden von der Indexierung ausgeschlossen.

Um mehrere unerwünschte Parameter anzugeben, trennen Sie diese bitte mit $$.

Beispiel:

Angenommen, Sie haben folgende URL:

foo.php?id=15&moduleName=Event+Kalendar

Wenn der Parameter moduleName=Event+Kalendar ausgeschlossen werden soll, geben Sie Folgendes ein:

&moduleName=Event+Kalendar$$weitere Parameter

Jeder Eintrag sollte mit einem kaufmännischen Und (&) beginnen. Fügen Sie weitere auszuschließende Parameter durch das Trennzeichen $$ hinzu.";"In this field, you can specify which parameters should not be included in links. Pages with such parameters will be excluded from indexing.

To specify multiple unwanted parameters, please separate them with $$.

Example:

Suppose you have the following URL:

foo.php?id=15&moduleName=Event+Kalendar

If you want to exclude the parameter moduleName=Event+Kalendar, enter the following:

&moduleName=Event+Kalendar$$other parameters

Each entry should begin with an ampersand (&). Add additional parameters to be excluded by using the $$ separator."
"orderinfo";"module_customlist_config";"In diesem Feld kann festgelegt werden, nach welchen Kriterien die Daten sortiert werden sollen.

Wenn ein Gruppierungsfeld ausgewählt ist, erfolgt die Sortierung standardmäßig zunächst nach diesem Gruppen-Feld, bevor weitere Sortieroptionen angewendet werden.";"In this field, you can specify the criteria by which the data should be sorted.

If a grouping field is selected, the sorting will by default first be done according to this grouping field before any additional sorting options are applied."
"icon_font_css_class";"cms_tpl_module";"In diesem Feld geben Sie den Klassennamen eines Icons an, beispielsweise aus Font Awesome wie fas fa-check. Dadurch bestimmen Sie, welches Symbol im Modul angezeigt wird.";"In this field, enter the class name of an icon, for example from Font Awesome such as fas fa-check. This determines which symbol is displayed in the module."
"affiliate_code";"shop_order";"In den Shop-Einstellungen kann ein Parametername festgelegt werden, der vom System als Affiliate-Code interpretiert wird. Besucht ein Kunde den Shop, wobei dieser Parameter in der URL enthalten ist, wird der zugehörige Code bei allen Bestellungen gespeichert, die der Kunde während derselben Sitzung aufgibt.

So ist sichergestellt, dass der Affiliate-Code für sämtliche Bestellungen des Kunden innerhalb dieser Sitzung erhalten bleibt.";"In the shop settings, a parameter name can be defined that the system interprets as an affiliate code. If a customer visits the shop with this parameter included in the URL, the corresponding code is saved with all orders the customer places during the same session.

This ensures that the affiliate code is retained for all of the customer’s orders within that session."
"info_text";"shop_order_status_code";"Im Textfeld wird die Nachricht angezeigt, die dem jeweiligen Status angezeigt werden soll. Sie können innerhalb des Textes auf verschiedene Felder der Bestellung und der Statustabelle zugreifen, indem Sie die folgende Syntax verwenden:

[{shop_order_status__myfieldname}] für Felder der Statustabelle  
[{shop_order_myfieldname}] für Felder der Bestellung  

Eine Formatierung ist ebenfalls möglich:

- Für Zahlen: [{feldname:number:2}]  
 Das Feld „feldname“ wird als Zahl mit zwei Nachkommastellen dargestellt.
- Für Datumswerte: [{feldname:date}]  
 Das entsprechende Feld wird als Datum ausgegeben.

Zusätzlich kann im Text auch Twig verwendet werden (weitere Informationen finden Sie unter http://twig.sensiolabs.org/). Über Twig haben Sie ebenfalls Zugriff auf die Datenfelder.";"The message to be displayed for the respective status will appear in the text field. Within the text, you can access various fields from the order and the status table by using the following syntax:

[{shop_order_status__myfieldname}] for fields from the status table  
[{shop_order_myfieldname}] for fields from the order  

Formatting is also possible:

- For numbers: [{fieldname:number:2}]  
 The field ""fieldname"" will be displayed as a number with two decimal places.
- For date values: [{fieldname:date}]  
 The respective field will be output as a date.

Additionally, Twig can also be used in the text (for more information, see http://twig.sensiolabs.org/). Twig also provides access to the data fields."
"shop_search_word_bonus";"shop";"Im Suchindex erhalten ganze Wörter einen Bonus, indem ihr Gewicht um den Wert (1 + Gesamtwortbonus) erhöht wird.";"In the search index, whole words receive a bonus by increasing their weight by the value of (1 + total word bonus)."
"custom_data";"shop_order_item";"Im Fall, dass beim Hinzufügen des Produkts zum Warenkorb zusätzliche individuelle Daten angegeben wurden, werden diese Informationen hier abgelegt.

Bitte beachten Sie, dass diese Daten nicht automatisch übernommen werden. Sie müssen von einer Erweiterung der Klasse BasketArticle überprüft und verarbeitet werden.";"In case additional individual data was provided when adding the product to the shopping cart, this information is stored here.

Please note that this data is not automatically processed. It must be reviewed and handled by an extension of the BasketArticle class."
"item_id";"pkg_comment";"ID des Objekts, zu dem der Kommentar verfasst wurde.";"ID of the object to which the comment was written."
"smtp_server";"cms_config";"Hostname des Servers, der zum Versenden von E-Mails verwendet wird, anstelle des PHP-internen Mailers.

@deprecated since 6.2.0 – SMTP credentials are now handled via parameters.yml;";"Hostname of the server used for sending emails instead of the PHP internal mailer.

@deprecated since 6.2.0 – SMTP credentials are now handled via parameters.yml;"
"cms_tbl_extension";"cms_tbl_conf";"Hinweis zur Klassenvererbung bei Datenbankobjekten

Wenn ein bestehendes Datenbankobjekt erweitert werden soll, werden die Erweiterungen in diesem Feld eingetragen.

In Fällen, in denen eine Klasse nicht direkt von TAdb erben soll, sondern dynamisch entweder von TAdb oder von einer der eingetragenen Erweiterungen, sollte sie stattdessen von einer automatisch generierten Klasse mit dem Namen MyClassNameAutoParent erben.

Was macht MyClassNameAutoParent?

Das System erzeugt diese Klasse automatisch. Dabei entscheidet es – je nach Reihenfolge der eingetragenen Erweiterungen –, ob MyClassNameAutoParent von TAdb oder von einer anderen Erweiterungsklasse erbt.

So ist es möglich, mehrere unabhängige Erweiterungen für eine Klasse zu definieren und flexibel zu kombinieren.

Beispiel:

Angenommen, die Klasse TAdbTest soll durch zwei Erweiterungen, A und B, ergänzt werden:

- Beide Erweiterungen sollen unabhängig voneinander oder gemeinsam aktivierbar sein.
- Daher erben A und B nicht direkt von TAdbTest, sondern:
    - A erbt von AAutoParent
    - B erbt von BAutoParent

Fall 1: Wenn A zuerst eingetragen ist:  
A → AAutoParent → B → BAutoParent → TAdbTest

Fall 2: Wenn nur A eingetragen ist:  
A → AAutoParent → TAdbTest

Wichtig:

Wenn A selbst eine Erweiterung einer anderen Klasse, zum Beispiel C, ist, muss AAutoParent in diesem Feld eingetragen werden. Nur so kann Chameleon die richtige Vererbungskette generieren.";"Note on Class Inheritance for Database Objects

If an existing database object is to be extended, the extensions are entered in this field.

In cases where a class should not inherit directly from TAdb, but instead dynamically from either TAdb or one of the registered extensions, it should instead inherit from an automatically generated class named MyClassNameAutoParent.

What does MyClassNameAutoParent do?

The system generates this class automatically. Depending on the order of the registered extensions, it decides whether MyClassNameAutoParent inherits from TAdb or from another extension class.

This makes it possible to define several independent extensions for a class and flexibly combine them.

Example:

Suppose the class TAdbTest is to be supplemented by two extensions, A and B:

- Both extensions should be able to be activated independently or together.
- Therefore, A and B do not inherit directly from TAdbTest, but:
    - A inherits from AAutoParent
    - B inherits from BAutoParent

Case 1: If A is entered first:  
A → AAutoParent → B → BAutoParent → TAdbTest

Case 2: If only A is entered:  
A → AAutoParent → TAdbTest

Important:

If A itself is an extension of another class, for example C, AAutoParent must be entered in this field. This is the only way Chameleon can generate the correct inheritance chain."
"not_found_image";"shop";"Hier wird festgelegt, welches Bild angezeigt wird, falls beim Produkt kein eigenes Bild vorhanden ist.";"This specifies which image will be displayed if the product does not have its own image."
"identifier";"shop_stock_message";"Hier wird festgelegt, unter welchem Namen eine bestimmte Statusmeldung vom Interface übermittelt wird.";"This specifies under which name a particular status message is transmitted from the interface."
"source_charset";"pkg_csv2sql";"Hier wird festgelegt, in welchem Zeichensatz die Quelldatei vorliegt. Erlaubt sind alle Zeichencodierungen, die von iconv unterstützt werden.";"This specifies the character encoding used in the source file. All character encodings supported by iconv are permitted."
"user_ip";"shop_order";"Hier wird festgehalten, über welche IP-Adresse die Bestellung aufgegeben wurde.";"Here it is recorded which IP address was used to place the order."
"default_shipping_address_id";"data_extranet_user";"Hier wird die zuletzt genutzte Lieferadresse gespeichert.";"The last used delivery address is stored here."
"numbers";"cms_locals";"Hier wird die PHP-Funktion number_format genutzt, um Zahlen in ein bestimmtes Format zu bringen. Dabei können Sie festlegen, wie viele Dezimalstellen angezeigt werden sollen, welches Symbol für das Dezimaltrennzeichen verwendet wird und welches Symbol zur Trennung der Tausender.

Die gewünschte Formatierung wird in folgender Form angegeben:

decimals|dec_point|thousands_sep

- decimals: Anzahl der Nachkommastellen, die angezeigt werden sollen.
- dec_point: Zeichen für das Dezimaltrennzeichen.
- thousands_sep: Zeichen für das Tausendertrennzeichen.

Beispiel:

2|,|.

Dadurch wird die Zahl so formatiert, dass sie zwei Nachkommastellen hat, die Dezimalstelle durch ein Komma getrennt ist und die Tausender durch einen Punkt segmentiert werden.";"Here, the PHP function number_format is used to bring numbers into a specific format. You can specify how many decimal places should be displayed, which symbol should be used as the decimal point, and which symbol should be used as the thousands separator.

The desired formatting is specified in the following form:

decimals|dec_point|thousands_sep

- decimals: Number of decimal places to be displayed.
- dec_point: Character for the decimal point.
- thousands_sep: Character for the thousands separator.

Example:

2|,|.

This formats the number so that it has two decimal places, the decimal is separated by a comma, and the thousands are segmented by a period."
"path_cache";"cms_media_tree";"Hier wird der Pfad zur Bilddatei gespeichert. Im Dateisystem existiert ein entsprechender Pfad, wobei das Bild selbst lediglich per Symlink referenziert wird.";"The path to the image file is stored here. A corresponding path exists in the file system, with the image itself being referenced only via a symlink."
"meta_publisher";"cms_tpl_page";"Hier wird der Name des Herausgebers der Seite angegeben.";"Here the name of the publisher of the page is specified."
"meta_publisher";"cms_portal";"Hier wird der Name des Herausgebers der Seite angegeben.";"Here the name of the publisher of the page is provided."
"send_statistics";"pkg_newsletter_campaign";"Hier wird der aktuelle Stand des Versands der Kampagne angezeigt.";"The current status of the campaign's shipment is displayed here."
"module_location";"cms_module";"Hier wird definiert, in welchem Pfad das System nach den zum Modul gehörenden Dateien sucht, beispielsweise Seitendefinitionen und Views.

Der Wert sollte idealerweise in der Symfony Bundle-Syntax angegeben werden, zum Beispiel: @ChameleonSystemCoreBundle.

Für Chameleon-eigene Bundles sind außerdem folgende Werte zulässig:

- Core
- Custom-Core
- Package-Name, wie zum Beispiel pkgshop

Falls sich das Modul im AppBundle befindet, kann auch der Wert Customer verwendet werden. Dennoch wird die Nutzung der oben beschriebenen Bundle-Syntax empfohlen.";"This defines the path where the system searches for files belonging to the module, such as page definitions and views.

Ideally, the value should be specified using the Symfony bundle syntax, for example: @ChameleonSystemCoreBundle.

For Chameleon’s own bundles, the following values are also permitted:

- Core
- Custom-Core
- Package name, such as pkgshop

If the module is located in the AppBundle, the value Customer can also be used. Nevertheless, it is recommended to use the bundle syntax described above."
"dbobject_extend_subtype";"cms_tbl_conf";"Hier wird das Verzeichnis angegeben, in dem sich die übergeordnete Klasse befindet.";"Here, the directory in which the parent class is located is specified."
"pkg_shop_rating_service_rating_processed_on";"shop_order";"Hier wird das Datum gespeichert, an dem die E-Mail mit der Aufforderung zur Bewertung versendet wurde.";"Here, the date on which the email requesting a review was sent is stored."
"shop_article_contributor";"shop_article";"Hier werden Personen oder Unternehmen angegeben, die an der Erstellung des Artikels mitgewirkt haben, beispielsweise als Autoren oder Sprecher.";"Here, individuals or companies involved in the creation of the article are listed, for example as authors or speakers."
"shop_order_bundle_article";"shop_order_item";"Hier werden die Produkte aufgelistet, die zu einem Bundle in der Bestellung gehören. Enthält die Bestellung ein Bundle, kann damit nachvollzogen werden, welche Einzelartikel diesem Bundle zugeordnet sind.";"Here, the products that belong to a bundle in the order are listed. If the order contains a bundle, this allows you to see which individual items are assigned to that bundle."
"polygon_area";"pkg_image_hotspot_item_spot";"Hier werden die Koordinaten für das Polygon angegeben. Die Koordinatenpaare müssen durch Kommata getrennt werden und können beliebig viele Punkte enthalten.

Beispiel für die Angabe mehrerer Punkte (Polygon):

48,311,105,248,96,210,75,205,38,234,8,310

Beispiel für ein Rechteck:

249,278,304,297

Achte darauf, dass die Reihenfolge der Paare den gewünschten Bereich korrekt umschließt.";"This is where you specify the coordinates for the polygon. The coordinate pairs must be separated by commas and can contain any number of points.

Example for specifying multiple points (polygon):

48,311,105,248,96,210,75,205,38,234,8,310

Example for a rectangle:

249,278,304,297

Make sure that the order of the pairs correctly encloses the desired area."
"meta_keywords";"shop_category";"Hier werden die für Suchmaschinen relevanten Schlüsselwörter (Meta-Keywords) eingetragen.";"This is where the keywords relevant for search engines (meta keywords) are entered."
"shop_system_info";"shop";"Hier sind alle shop-spezifischen Informationen hinterlegt, beispielsweise die Allgemeinen Geschäftsbedingungen (AGB).";"All shop-specific information is stored here, for example the general terms and conditions (GTC)."
"allowed_domains";NULL;"Hier müssen alle Domains angegeben werden, die vom Suchroboter indiziert werden dürfen. Geben Sie pro Zeile jeweils eine Domain ein. Beachten Sie, dass Subdomains separat aufgeführt werden müssen.

Beispiel:

test.de  
www.test.de  
bilder.test.de";"Here you must list all domains that may be indexed by the search robot. Enter one domain per line. Please note that subdomains must be listed separately.

Example:

test.de  
www.test.de  
bilder.test.de"
"render_view_subtype";"cms_wizard_step";"Hier muss ein Pfad relativ zu den objectview-Ordnern (zum Beispiel dbobjects) angegeben werden oder, falls der Schritt als Package-Schritt definiert wurde, relativ zu den Classes-Ordnern.";"Here you must specify a path relative to the objectview folders (for example, dbobjects) or, if the step is defined as a package step, relative to the classes folders."
"variant_identifier";"pkg_shop_listfilter_item";"Hier muss der Systemname des Variantentyps angegeben werden, nach dem gefiltert werden soll, zum Beispiel ""size"" oder ""color"".";"Here, you must specify the system name of the variant type to be filtered by, for example ""size"" or ""color""."
"filter_parameter";"pkg_shop_listfilter_module_config";"Hier legst du fest, welche Filter mit welchen Werten bereits vorausgefüllt sind. Wenn ein Filter hier definiert ist, steht er dem Kunden später nicht mehr zur freien Auswahl zur Verfügung.

Die Angaben müssen genau so wie in der URL erfolgen.  
Beispiel:

aPkgShopListfilter%5B859ee3f0-941d-ebfa-3e8b-fe29a4fc17f6%5D%5B%5D=mittel  
aPkgShopListfilter%5Bcf018666-8178-4887-cd00-010ea230179c%5D%5B%5D=ESONO+AG";"Here you define which filters are already pre-filled with which values. If a filter is defined here, it will no longer be freely available for selection by the customer later.

The entries must be made exactly as in the URL.  
Example:

aPkgShopListfilter%5B859ee3f0-941d-ebfa-3e8b-fe29a4fc17f6%5D%5B%5D=mittel  
aPkgShopListfilter%5Bcf018666-8178-4887-cd00-010ea230179c%5D%5B%5D=ESONO+AG"
"meta_revisit_after";"cms_tpl_page";"Hier legen Sie fest, in welchem zeitlichen Abstand Suchmaschinen Ihre Seite erneut besuchen sollen. Bitte beachten Sie, dass manche Suchmaschinen diese Angabe möglicherweise nicht berücksichtigen.";"Here you can define how frequently search engines should revisit your site. Please note that some search engines may not take this setting into account."
"cms_url_alias";"cms_portal";"Hier können Weiterleitungen festgelegt werden.

Dadurch ist es möglich, alternative URLs für einzelne Seiten anzugeben. Besucher einer umgeleiteten Adresse werden dann automatisch auf die gewünschte Zielseite weitergeleitet. Dies ist besonders nützlich, um veraltete Links funktionsfähig zu halten oder kurze, benutzerfreundliche URLs bereitzustellen.";"Here you can set up redirects.

This makes it possible to specify alternative URLs for individual pages. Visitors to a redirected address are then automatically forwarded to the desired target page. This is especially useful for keeping outdated links functional or providing short, user-friendly URLs."
"pkg_image_hotspot_item_marker";"pkg_image_hotspot_item";"Hier können Sie zusätzliche Bilder, Icons oder Buttons hinzufügen. Diese Elemente werden über das Hintergrundbild gelegt und können mit individuellen Links versehen werden. So lassen sich interaktive Bereiche (Hotspots) auf dem Bild gestalten, die auf weiterführende Informationen oder Aktionen verweisen.";"Here you can add additional images, icons, or buttons. These elements are placed over the background image and can be assigned individual links. This allows you to create interactive areas (hotspots) on the image that refer to further information or actions."
"shop_article_document";"shop_article";"Hier können Sie verschiedene Dateien zu einem Artikel hochladen, zum Beispiel PDF-Probeartikel.";"Here you can upload various files to an article, for example PDF sample articles."
"cms_config_cmsmodule_extensions";"cms_config";"Hier können Sie festlegen, welche CMS-Module durch eigene Versionen ersetzt werden sollen. Legen Sie Ihre eigenen CMS-Module entweder im Verzeichnis ./extensions/modules oder für Anpassungen am Custom Core im Ordner ./custom-core/modules ab.";"Here you can specify which CMS modules should be replaced by your own versions. Place your custom CMS modules either in the ./extensions/modules directory or, for custom core modifications, in the ./custom-core/modules folder."
"allow_multiple_billing_addresses";"shop";"Hier können Sie festlegen, ob der Benutzer mehrere Rechnungsadressen verwalten darf oder ob er stets nur eine Rechnungsadresse auswählen kann.";"Here you can specify whether the user is allowed to manage multiple billing addresses or if they can always select only one billing address."
"allow_multiple_shipping_addresses";"shop";"Hier können Sie festlegen, ob der Benutzer mehrere Lieferadressen verwalten darf oder ob ihm immer nur eine Lieferadresse zur Verfügung steht.

**Hinweis:** Aktivieren Sie diese Option, wenn Ihre Kunden häufig an verschiedene Adressen liefern lassen möchten – beispielsweise für Geschenke oder bei wechselnden Aufenthaltsorten. Deaktivieren Sie die Option, wenn stets nur eine Lieferadresse erlaubt sein soll.";"Here you can specify whether the user is allowed to manage multiple delivery addresses or if only one delivery address is always available.

**Note:** Enable this option if your customers frequently want deliveries to different addresses – for example, for gifts or changing locations. Disable this option if only one delivery address should always be allowed."
"cms_tpl_page_mlt";"cms_tree";"Hier können Sie festlegen, für welche Seiten die zuvor getroffene Einstellung umgekehrt werden soll.";"Here you can specify for which pages the previously made setting should be reversed."
"cms_master_pagedef_spot_access";"cms_master_pagedef_spot";"Hier können Sie festlegen, dass der Steckplatz nur für bestimmte Module und Ansichten verfügbar ist.";"Here you can specify that the slot is only available for certain modules and views."
"validation_regex";"cms_field_conf";"Hier können Sie eine PCRE-kompatible Regular Expression (Perl-Syntax, preg_match) angeben, die zur Validierung des Inhalts verwendet wird.

**Beispiel:**
```regex
^[a-zA-Z0-9]{5,10}$
```
Dieser Ausdruck erlaubt zum Beispiel nur Buchstaben und Zahlen mit einer Länge zwischen 5 und 10 Zeichen.

Bitte beachten Sie, dass eine korrekte Regular Expression notwendig ist, um fehlerhafte Eingaben zuverlässig auszuschließen.";"Here you can specify a PCRE-compatible regular expression (Perl syntax, preg_match) that will be used to validate the content.

**Example:**
```regex
^[a-zA-Z0-9]{5,10}$
```
This expression, for example, only allows letters and numbers with a length between 5 and 10 characters.

Please note that a correct regular expression is necessary to reliably exclude invalid input."
"download";"shop_article";"Hier können Sie eine Datei aus der Dokumentenverwaltung diesem Artikel zuweisen. Die Datei steht dem Benutzer erst nach einem erfolgreichen Kauf zum Download zur Verfügung.

Bitte beachten Sie: Diese Funktion ist auch bei Produkten verfügbar, die nicht ausdrücklich als „Download“-Artikel gekennzeichnet sind (z. B. durch die Zuweisung zu einem Lager mit dem Namen „Download“). Sie können daher auch andere für den Artikel relevante Dateien wie beispielsweise Firmware-Upgrades für Hardware bereitstellen.";"Here you can assign a file from the document management system to this item. The file will only be available for download to the user after a successful purchase.

Please note: This function is also available for products that are not explicitly marked as “download” items (e.g., by assigning them to a warehouse named “Download”). You can therefore also make other files relevant to the item, such as firmware upgrades for hardware, available."
"list_query";"cms_tbl_conf";"Hier können Sie ein SQL-Statement hinterlegen, mit dem die angezeigten Daten in der Listenansicht gesteuert werden. Achten Sie darauf, dass Ihre Abfrage mindestens ein ID-Feld bereitstellt.

Bitte beachten Sie folgende Hinweise:

- Es dürfen keine Aliase verwendet werden (also kein ,left join tablex AS x,).
- Greifen Sie immer mit vollständigen Tabellennamen auf Felder und Tabellen zu (zum Beispiel: ,left join tablex on myothertable.id = tablex.myid,).

Nur gültige SQL-Abfragen ohne Alias-Nutzung sind erlaubt.";"Here you can enter an SQL statement to control the data displayed in the list view. Make sure that your query provides at least one ID field.

Please note the following instructions:

- No aliases are allowed (i.e., no “left join tablex AS x”).
- Always refer to fields and tables using their full table names (for example: “left join tablex on myothertable.id = tablex.myid”).

Only valid SQL queries without the use of aliases are permitted."
"pkg_shop_footer_category";"shop";"Hier können Sie die Produktkategorien festlegen, die im Modul „Footer Produkt Kategorien“ angezeigt werden.";"Here you can define the product categories that will be displayed in the ""Footer Product Categories"" module."
"robots";"cms_portal";"Hier können Sie den Inhalt der robots.txt festlegen.

Bitte beachten Sie: Der hier eingegebene Text wird nur verwendet, wenn im Document Root keine eigene robots.txt-Datei vorhanden ist.";"Here you can define the content of robots.txt.

Please note: The text entered here will only be used if there is no separate robots.txt file in the document root."
"external_embed_code";"cms_media";"Hier können Sie den HTML-Code eines externen Video-Hosters einfügen, um das Video direkt auf Ihrer Website einzubinden. Achten Sie darauf, den vollständigen und korrekten Einbettungscode zu verwenden, damit das Video einwandfrei dargestellt wird.";"Here you can insert the HTML code of an external video host to embed the video directly on your website. Make sure to use the complete and correct embed code so that the video is displayed properly."
"cms_portal_mlt";"cms_smart_url_handler";"Hier können Sie das gewünschte Portal auswählen, für das der SEO-Handler gelten soll.

Wenn kein Portal ausgewählt wird, findet der SEO-Handler für alle Portale Anwendung.";"Here you can select the desired portal for which the SEO handler should apply.

If no portal is selected, the SEO handler will apply to all portals."
"text_exclusion";NULL;"Hier können Sie bestimmte Textteile festlegen, die beim Aufbau des Suchindex nicht berücksichtigt werden. Trennen Sie dabei die gewünschten Texte mit $$ voneinander.

Beispiel:  
zurück zur Übersicht$$Sie sind hier$$";"Here you can specify certain text elements that should not be considered when building the search index. Separate the desired texts with $$.

Example:  
back to overview$$You are here$$"
"cms_tbl_conf_index";"cms_tbl_conf";"Hier können Indexe für mehrere Felder gleichzeitig angelegt werden. Beachten Sie bitte, dass einige Feldtypen bereits eigene Indexe besitzen, die an dieser Stelle noch nicht angezeigt werden.";"Here, indexes can be created for multiple fields simultaneously. Please note that some field types already have their own indexes, which are not displayed here yet."
"cms_tbl_list_class";"cms_tbl_conf";"Hier können Erweiterungen für die Listenansicht definiert werden.

- Standardmäßig wird die unter „Listenansicht Standard Klasse“ definierte Liste verwendet.
- Um die Suchliste für MLT-Felder zu überschreiben, kann hier eine Erweiterung mit dem Namen „mltsearch“ hinterlegt werden.";"Here, extensions for the list view can be defined.

- By default, the list defined under ""List View Standard Class"" is used.
- To override the search list for MLT fields, an extension with the name ""mltsearch"" can be added here."
"languages";"cms_user";"Hier können die bevorzugten Sprachen des Benutzers in einer bestimmten Reihenfolge angegeben werden.

Die Sprachen müssen im ISO-639-1-Format eingetragen werden. Eine Übersicht der verfügbaren Sprachcodes finden Sie in der Tabelle für Sprachen (cms_language).";"Here you can specify the user's preferred languages in a particular order.

The languages must be entered in ISO-639-1 format. An overview of the available language codes can be found in the table for languages (cms_language)."
"shop_article_mlt";"shop_article";"Hier können Artikel ausgewählt werden, die inhaltlich mit dem aktuellen Artikel verwandt sind. Die Zuordnung ist einseitig: Wenn Artikel B als ähnlich zu Artikel A markiert wird, gilt dies nicht automatisch umgekehrt.";"Here, articles can be selected that are related in content to the current article. The assignment is one-sided: If article B is marked as similar to article A, this does not automatically apply in reverse."
"botlist";"cms_config";"Hier kannst du eine Liste von Suchmaschinen-Robots eintragen. Trenne jeden Eintrag durch einen Zeilenumbruch. Das System erkennt Besucher als Robot, wenn ein Teil des User-Agent auf eine der angegebenen Zeichenketten passt.

Beispiel für die Einträge:

googlebot  
ultraseek  
crawl  
spider  
fireball

So stellst du sicher, dass relevante Bots korrekt identifiziert werden.";"Here you can enter a list of search engine robots. Separate each entry with a line break. The system recognizes visitors as robots if part of the user agent matches one of the specified strings.

Example entries:

googlebot  
ultraseek  
crawl  
spider  
fireball

This ensures that relevant bots are correctly identified."
"view_mapping";"cms_tpl_module";"Hier kann für jede View ein verständlicher Name hinterlegt werden–verwenden Sie dazu das Format dateiname=sprechender Name. Geben Sie den Dateinamen ohne die Endung .view.php an. Tragen Sie jeweils eine View pro Zeile ein.

Beispiel:

vBox=Box mit Downloads  
vBoxWithoutDownloads=Box ohne Downloads";"Here you can assign a descriptive name to each view—use the format filename=descriptive name. Enter the filename without the .view.php extension. List one view per line.

Example:

vBox=Box with downloads  
vBoxWithoutDownloads=Box without downloads"
"ip";"cms_ip_whitelist";"Hier kann entweder eine einzelne IP-Adresse oder eine CIDR-Maske eingetragen werden.";"Either a single IP address or a CIDR mask can be entered here."
"detail_page_cms_tree_id";"shop_category";"Hier kann eine Seite ausgewählt werden, die statt der Standard-Detailseite für die Anzeige der Kategorie-Detailseite genutzt wird.";"Here you can select a page to be used as the category detail page instead of the default detail page."
"cms_media_id";"pkg_cms_theme";"Hier kann ein Vorschaubild hinterlegt werden. Es dient dazu, einen Eindruck davon zu vermitteln, wie das Theme aussieht.";"A preview image can be added here. It serves to give an impression of what the theme looks like."
"external_identifier";"cms_portal";"Hier kann ein eindeutiger Code hinterlegt werden, um das Portal bei Exporten und ähnlichen Vorgängen extern zu identifizieren.

Bitte beachten Sie, dass der hinterlegte Code portalübergreifend einzigartig sein sollte.";"A unique code can be stored here to externally identify the portal during exports and similar processes.

Please note that the stored code should be unique across all portals."
"cms_media_id";"pkg_cms_theme_block";"Hier kann ein Bild hinterlegt werden, das zeigt, an welcher Stelle der Block im Layout verwendet wird.";"Here you can upload an image that shows where the block is used in the layout."
"background_image";"cms_division";"Hier kann ein Bild ausgewählt werden, das auf allen Seiten des Bereichs als Hintergrundbild angezeigt wird.

Das festgelegte Bild kann in den Einstellungen einzelner Seiten individuell überschrieben werden.";"Here, you can select an image that will be displayed as the background on all pages of the section.

The specified image can be individually overridden in the settings of individual pages."
"background_image";"cms_tpl_page";"Hier kann ein Bild ausgewählt werden, das als Hintergrundbild auf der Seite angezeigt wird.

Wenn hier ein Bild festgelegt ist, ersetzt dieses das im Portal oder im Bereich gespeicherte Hintergrundbild.";"Here you can select an image to be displayed as the background image on the page.

If an image is set here, it will replace the background image stored in the portal or in the section."
"engine";"cms_tbl_conf";"Hier kann die Storage Engine für die Tabelle festgelegt werden.

**Wichtig:** Das Ändern der Storage Engine kann – abhängig von der Größe der Tabelle – viel Zeit in Anspruch nehmen.

Bitte beachten Sie außerdem, dass Tabellen, die von TCMSRecordWritable verwendet werden, immer die Engine InnoDB verwenden müssen.";"Here you can set the storage engine for the table.

**Important:** Changing the storage engine can take a lot of time, depending on the size of the table.

Please also note that tables used by TCMSRecordWritable must always use the InnoDB engine."
"shop_article_catalog_conf_default_order";"shop_article_catalog_conf";"Hier kann die Standardsortierung für einzelne Kategorien individuell angepasst werden.";"Here, the default sorting for individual categories can be adjusted individually."
"cms_portal_mlt";"pkg_external_tracker";"Hier kann ausgewählt werden, für welches Portal der Webstatistikdienst verwendet wird.

Wird kein Portal ausgewählt, gilt der Webstatistikdienst automatisch für alle Portale.

Falls für mehrere Portale derselbe Benutzer- oder Site-Code verwendet wird, kann der Webstatistikdienst für diese Portale gemeinsam genutzt werden.

Verwendet jedes Portal einen eigenen Benutzer- oder Site-Code, muss der Webstatistikdienst separat für jedes Portal angelegt werden.";"Here you can select for which portal the web statistics service will be used.

If no portal is selected, the web statistics service will automatically apply to all portals.

If the same user or site code is used for multiple portals, the web statistics service can be shared among these portals.

If each portal uses its own user or site code, the web statistics service must be set up separately for each portal."
"group_field";"module_customlist_config";"Hier kann angegeben werden, nach welchem Feld aus der Listentabelle gruppiert werden soll.";"Here you can specify which field from the list table should be used for grouping."
